"TimeStamp","Longitude","Latitude","Current","icon"
"2018-07-07T23:26:54",-93.82827760059,31.863278208,24,"minus"
"2018-07-07T23:26:54",-108.662261970382,37.709285226,0,"plus"
"2018-07-07T23:26:54",-101.747283945466,28.710202728,60,"minus"
"2018-07-07T23:26:54",-83.1097412274,32.683590528,4,"minus"
"2018-07-07T23:26:54",-111.618804938094,30.50335419,18,"minus"
"2018-07-07T23:26:55",-86.771240249552,24.053648574,24,"minus"
"2018-07-07T23:26:56",-73.201904316816,35.170162248,206,"minus"
"2018-07-07T23:26:56",-112.068481451608,30.858395616,14,"minus"
"2018-07-07T23:26:56",-82.545776383848,31.659481866,8,"minus"
"2018-07-07T23:26:56",-80.776977556344,25.981382526,12,"minus"
"2018-07-07T23:26:56",-99.231872569396,28.710202728,26,"minus"
"2018-07-07T23:26:56",-113.078918462972,32.341366482,2,"minus"
"2018-07-07T23:26:56",-100.928039560988,27.11315718,14,"minus"
"2018-07-07T23:26:57",-79.911804216804,21.637572444,12,"plus"
"2018-07-07T23:26:57",-108.16238404087,32.755367856,8,"minus"
"2018-07-07T23:26:57",-91.237030042906,30.531552426,8,"plus"
"2018-07-07T23:26:57",-79.885101335954,21.37097094,38,"plus"
"2018-07-07T23:26:58",-108.271331794738,32.743832214,16,"minus"
"2018-07-07T23:26:58",-111.378479010444,37.474727172,18,"minus"
"2018-07-07T23:26:58",-87.811584487468,33.11169102,20,"minus"
"2018-07-07T23:26:58",-86.232910171616,34.972774596,16,"minus"
"2018-07-07T23:26:58",-91.214599622992,31.891476444,14,"minus"
"2018-07-07T23:26:58",-87.49435426297,23.933165202,64,"minus"
"2018-07-07T23:26:58",-87.80410768083,33.114254496,32,"minus"
"2018-07-07T23:26:58",-86.683654800364,24.220274514,62,"minus"
"2018-07-07T23:26:58",-97.656402599246,29.294675256,36,"minus"
"2018-07-07T23:26:59",-86.943206802226,33.749996544,14,"minus"
"2018-07-07T23:26:59",-86.587524429304,34.658748786,4,"minus"
"2018-07-07T23:27:00",-82.438964860448,31.486447236,6,"minus"
"2018-07-07T23:27:00",-87.04574586469,33.437252472,38,"minus"
"2018-07-07T23:27:00",-82.364196794068,33.369320358,20,"plus"
"2018-07-07T23:27:00",-90.401763929918,32.151669258,40,"minus"
"2018-07-07T23:27:01",-116.454162602412,30.937863372,20,"minus"
