"TimeStamp","Longitude","Latitude","Current","icon"
"2018-07-07T11:26:55",-73.166656514094,35.616207072,20,"plus"
"2018-07-07T11:26:57",-83.813629166606,26.577390696,36,"minus"
"2018-07-07T11:26:59",-89.316558852174,27.400266492,14,"minus"
"2018-07-07T11:27:02",-70.241088888168,24.832945278,36,"minus"
"2018-07-07T11:27:02",-70.52734377088,24.843199182,56,"minus"
"2018-07-07T11:27:04",-78.967590349948,20.162292006,24,"minus"
"2018-07-07T11:27:04",-67.12539675059,37.569575784,22,"minus"
"2018-07-07T11:27:05",-78.615112322728,19.94824176,94,"minus"
"2018-07-07T11:27:06",-78.622589129366,19.676513304,30,"minus"
"2018-07-07T11:27:06",-78.60763551609,19.881591384,44,"minus"
"2018-07-07T11:27:06",-70.416259786544,25.008543384,92,"plus"
"2018-07-07T11:27:09",-78.038330096368,32.556698466,22,"minus"
"2018-07-07T11:27:12",-76.3806152532,33.159115326,58,"minus"
"2018-07-07T11:27:16",-61.820068383312,40.38555417,96,"minus"
"2018-07-07T11:27:20",-83.199462907056,27.534848982,32,"plus"
"2018-07-07T11:27:21",-78.588409441878,19.688048946,34,"plus"
"2018-07-07T11:27:25",-79.549713152478,25.182859752,56,"minus"
"2018-07-07T11:27:26",-78.678131121534,19.808532318,26,"minus"
"2018-07-07T11:27:29",-84.588012711256,29.175473622,68,"minus"
"2018-07-07T11:27:30",-84.703369156528,27.528440292,42,"minus"
"2018-07-07T11:27:30",-89.29412843226,27.368223042,22,"minus"
"2018-07-07T11:27:31",-74.114074726652,27.928342548,26,"minus"
"2018-07-07T11:27:44",-73.493499775698,35.306026476,28,"plus"
"2018-07-07T11:27:44",-73.402709980808,35.34832383,84,"minus"
"2018-07-07T11:27:48",-83.073425309444,25.944212124,116,"minus"
"2018-07-07T11:27:52",-76.577148456256,31.444149882,26,"plus"
"2018-07-07T11:27:53",-76.558990497278,31.376217768,40,"minus"
"2018-07-07T11:27:53",-74.341583271494,35.129146632,104,"minus"
"2018-07-07T11:27:54",-74.168548603586,34.792049538,48,"minus"
